"student","school","time","female","ses","public","suspension","platform","math"
2964,1104,0,1,5,0,0.014,0,55.8
2964,1111,1,1,5,1,0.242,0,60.2
2964,1111,2,1,5,1,0.198,0,61.8
2964,1111,3,1,6,1,0.213,0,79.5
2976,387,0,0,5,0,0.087,1,51.1
2976,387,1,0,3,0,0.109,1,53.5
2976,387,2,0,4,0,0.123,1,59
2976,387,3,0,3,0,0.233,1,71.1
2979,76,0,1,5,1,0.006,1,43.5
2979,115,1,1,4,1,0.137,1,52.7
2979,115,2,1,5,1,0.168,1,55.9
2979,115,3,1,6,1,0.115,1,62.8
3020,714,0,1,3,1,0.028,1,60.8
3020,720,1,1,5,1,0.112,1,63.8
3020,720,2,1,6,1,0.119,1,67.9
3020,720,3,1,5,1,0.159,1,73.4
3047,212,0,0,5,0,0.003,1,62.3
3047,212,1,0,4,0,0.012,1,57.1
3047,212,2,0,5,0,0.025,1,66.7
3047,212,3,0,6,0,0.02,1,65
3077,1108,0,1,6,1,0.03,0,34.2
3077,1108,1,1,4,1,0.242,0,45.9
3077,1108,2,1,5,1,0.198,0,43.1
3077,1108,3,1,8,1,0.213,0,50.6
3108,387,0,1,5,0,0.087,1,26.6
3108,387,1,1,3,0,0.109,1,33
3108,387,2,1,4,0,0.176,1,34.2
3108,387,3,1,3,0,0.273,1,38.6
3122,963,0,1,5,0,0.155,0,33
3122,963,1,1,2,0,0.327,0,40.2
3122,963,2,1,5,0,0.41,0,49.5
3122,963,3,1,6,0,0.36,0,47
3126,258,0,1,5,0,0.003,1,57.5
3126,282,1,1,4,1,0.035,0,56.3
3126,282,2,1,4,1,0.06,0,76.3
3126,282,3,1,5,1,0.071,0,74.2
3142,1002,0,0,6,1,0.058,0,36.3
3142,1002,1,0,7,1,0.3,0,37.1
3142,1002,2,0,6,1,0.301,0,52.3
3142,1002,3,0,5,1,0.315,0,56.7
3146,704,0,1,5,0,0.006,0,49.4
3146,704,1,1,3,0,0.029,0,64.3
3146,704,2,1,7,0,0.047,0,71.8
3146,704,3,1,5,0,0.034,0,73.4
3208,276,0,0,6,0,0.003,1,47.2
3208,276,1,0,4,0,0.012,1,53.5
3208,276,2,0,4,0,0.025,1,56.2
3208,276,3,0,4,0,0.02,1,62.8
3291,99,0,1,6,0,0.003,1,51.1
3291,106,1,1,4,1,0.108,1,49.1
3291,106,2,1,5,1,0.073,1,64.6
3291,106,3,1,6,1,0.056,1,64.7
3306,101,0,0,6,0,0.004,1,57.5
3306,101,1,0,4,0,0.07,1,59.4
3306,101,2,0,5,0,0.066,1,64.6
3306,101,3,0,5,0,0.042,1,73.4
3323,147,0,1,4,1,0.002,1,56.7
3323,147,1,1,5,1,0.022,1,67.5
3323,147,2,1,5,1,0.016,1,64
3323,147,3,1,6,1,0.015,1,75.1
3346,212,0,0,3,0,0.003,1,67.8
3346,212,1,0,3,0,0.012,1,88.3
3346,212,2,0,6,0,0.025,1,83.2
3346,212,3,0,5,0,0.02,1,90.7
3385,124,0,0,6,1,0.003,0,47.5
3385,124,1,0,5,1,0.083,0,60.7
3385,124,2,0,4,1,0.116,0,63.1
3385,124,3,0,5,1,0.075,0,66.4
3402,236,0,1,5,1,0.002,1,62.3
3402,239,1,1,5,1,0.026,1,75.8
3402,239,2,1,6,1,0.021,1,77.9
3402,239,3,1,3,1,0.027,1,98.4
3436,1013,0,0,4,1,0.038,0,52.7
3436,1013,1,0,4,1,0.122,0,71.6
3436,1013,2,0,5,1,0.095,0,59.8
3436,1013,3,0,4,1,0.1,0,84.7
3448,194,0,0,5,1,0.004,0,63.9
3448,194,1,0,5,1,0.035,0,64.3
3448,194,2,0,3,1,0.06,0,65.9
3448,194,3,0,4,1,0.071,0,78.3
3473,77,0,1,6,0,0.006,1,57.5
3473,84,1,1,8,1,0.33,0,64.3
3473,84,2,1,4,1,0.39,0,76.3
3473,84,3,1,4,1,0.328,0,72.8
3487,286,0,0,4,1,0.014,0,70.3
3487,286,1,0,8,1,0.099,0,69.1
3487,286,2,0,5,1,0.071,0,70.4
3487,286,3,0,5,1,0.1,0,77
3552,1002,0,0,6,1,0.058,0,50.8
3552,1002,1,0,5,1,0.204,0,49.9
3552,1002,2,0,5,1,0.26,0,59.8
3552,1002,3,0,4,1,0.132,0,63.9
3570,963,0,0,7,0,0.155,0,42.2
3570,963,1,0,6,0,0.124,0,51.5
3570,963,2,0,6,0,0.175,0,45.1
3570,963,3,0,4,0,0.218,0,43.9
3576,81,0,0,5,1,0.112,0,58.6
3576,84,1,0,5,1,0.33,0,67.5
3576,84,2,0,5,1,0.39,0,73.1
3576,84,3,0,6,1,0.328,0,78.3
3613,81,0,0,6,1,0.112,0,67.8
3613,84,1,0,4,1,0.33,0,88.3
3613,84,2,0,6,1,0.39,0,85.1
3613,84,3,0,5,1,0.328,0,97.1
3617,963,0,1,4,0,0.155,0,44.2
3617,963,1,1,5,0,0.124,0,53.5
3617,963,2,1,5,0,0.175,0,48.7
3617,963,3,1,4,0,0.218,0,61.1
3635,1033,0,1,4,1,0.006,1,54.7
3635,1033,1,1,3,1,0.086,1,61.9
3635,1033,2,1,4,1,0.067,1,67.9
3635,1033,3,1,4,1,0.07,1,68.7
3644,1045,0,0,4,1,0.012,0,60.8
3644,1045,1,0,7,1,0.052,0,78.3
3644,1045,2,0,5,1,0.045,0,62.6
3644,1045,3,0,4,1,0.052,0,70.6
3666,98,0,0,6,0,0.005,1,85.9
3666,106,1,0,7,1,0.108,1,73.5
3666,106,2,0,6,1,0.073,1,79.9
3666,106,3,0,6,1,0.056,1,110.7
3674,714,0,0,4,1,0.028,1,31.9
3674,714,1,0,5,1,0.112,1,45.1
3674,714,2,0,6,1,0.119,1,59.8
3674,714,3,0,5,1,0.159,1,57.8
3679,1002,0,0,6,1,0.058,0,67.8
3679,1002,1,0,4,1,0.3,0,75.8
3679,1002,2,0,6,1,0.301,0,77.9
3679,1002,3,0,4,1,0.315,0,68.3
3695,258,0,1,6,0,0.003,1,78.7
3695,193,1,1,7,1,0.098,0,71.1
3695,193,2,1,4,1,0.062,0,89.9
3695,193,3,1,5,1,0.046,0,102
3697,898,0,0,3,1,0.083,1,63.9
3697,898,1,0,7,1,0.342,1,38.7
3697,898,2,0,3,1,0.365,1,44.3
3697,898,3,0,5,1,0.263,1,57.8
3718,1019,0,0,7,1,0.032,0,65.9
3718,1019,1,0,3,1,0.118,0,60.2
3718,1019,2,0,3,1,0.133,0,77.9
3718,1019,3,0,5,1,0.134,0,78.3
3771,121,0,1,4,1,0.024,0,38.6
3771,121,1,1,6,1,0.083,0,47.4
3771,121,2,1,8,1,0.116,0,57.6
3771,121,3,1,4,1,0.075,0,67.5
3796,714,0,1,4,1,0.028,1,45
3796,720,1,1,5,1,0.112,1,56.3
3796,720,2,1,4,1,0.119,1,47.5
3796,720,3,1,7,1,0.159,1,57.5
3800,212,0,1,4,0,0.003,1,41.4
3800,274,1,1,3,1,0.012,1,55.1
3800,274,2,1,7,1,0.025,1,49.5
3800,274,3,1,6,1,0.02,1,65.5
3817,666,0,0,4,1,0.017,0,31.4
3817,666,1,0,6,1,0.141,0,37.1
3817,666,2,0,5,1,0.2,0,40.6
3817,666,3,0,5,1,0.12,0,41.4
3829,258,0,1,3,0,0.003,1,56.7
3829,282,1,1,5,1,0.035,0,68.3
3829,282,2,1,5,1,0.06,0,83.2
3829,282,3,1,3,1,0.071,0,75.6
3836,258,0,1,4,0,0.003,1,49.1
3836,282,1,1,3,1,0.035,0,54.3
3836,282,2,1,5,1,0.06,0,54.6
3836,282,3,1,5,1,0.071,0,60.6
3857,194,0,1,5,1,0.004,0,59.1
3857,282,1,1,4,1,0.035,0,54.3
3857,282,2,1,6,1,0.06,0,62.6
3857,282,3,1,4,1,0.071,0,79.5
3867,1058,0,0,5,1,0.015,0,71.4
3867,1058,1,0,5,1,0.052,0,79.1
3867,1058,2,0,4,1,0.045,0,79.9
3867,1058,3,0,6,1,0.052,0,104.8
3868,1078,0,0,3,1,0.018,0,46.3
3868,1078,1,0,6,1,0.164,0,54.3
3868,1078,2,0,5,1,0.144,0,59.8
3868,1078,3,0,5,1,0.123,0,69.2
3888,1104,0,0,4,0,0.014,0,18.3
3888,1111,1,0,7,1,0.242,0,33
3888,1111,2,0,4,1,0.198,0,44.6
3888,1111,3,0,2,1,0.213,0,47
3930,660,0,1,7,1,0.006,0,48.6
3930,660,1,1,5,1,0.012,0,68.3
3930,660,2,1,5,1,0.03,0,71.8
3930,660,3,1,5,1,0.043,0,94.3
3960,98,0,1,5,0,0.005,1,63.9
3960,98,1,1,6,0,0.108,1,88.3
3960,98,2,1,7,0,0.073,1,75.1
3960,98,3,1,7,0,0.056,1,88.7
4012,81,0,0,4,1,0.112,0,42.2
4012,81,1,0,5,1,0.33,0,60.2
4012,81,2,0,5,1,0.39,0,69
4012,81,3,0,7,1,0.328,0,67.8
4027,276,0,0,6,0,0.003,1,74.7
4027,274,1,0,5,1,0.012,1,71.1
4027,274,2,0,7,1,0.025,1,73.1
4027,274,3,0,5,1,0.02,1,84.3
4060,286,0,0,5,1,0.014,0,54.7
4060,286,1,0,6,1,0.099,0,73.5
4060,286,2,0,2,1,0.071,0,79.9
4060,286,3,0,5,1,0.1,0,83.1
4069,704,0,1,3,0,0.006,0,47.2
4069,704,1,1,5,0,0.029,0,66.6
4069,704,2,1,5,0,0.047,0,79.9
4069,704,3,1,5,0,0.034,0,87.9
4103,696,0,1,6,1,0.102,0,37.8
4103,696,1,1,7,1,0.489,0,45.1
4103,696,2,1,5,1,0.451,0,33.1
4103,696,3,1,5,1,0.621,0,43.4
4107,98,0,0,5,0,0.005,1,78.7
4107,106,1,0,6,1,0.108,1,73.5
4107,106,2,0,7,1,0.073,1,76.3
4107,106,3,0,6,1,0.056,1,100.3
4128,50,0,0,4,1,0.002,0,40.7
4128,50,1,0,3,1,0.09,0,38.2
4128,50,2,0,6,1,0.06,0,44.6
4128,50,3,0,4,1,0.068,0,61.9
4134,194,0,1,7,1,0.004,0,52.2
4134,282,1,1,5,1,0.035,0,55.5
4134,282,2,1,4,1,0.06,0,65.9
4134,282,3,1,5,1,0.071,0,59.8
4222,99,0,1,6,0,0.003,1,73.1
4222,99,1,1,8,0,0.061,1,85.8
4222,99,2,1,4,0,0.032,1,81
4222,99,3,1,4,0,0.042,1,110.7
4245,1108,0,0,6,1,0.03,0,32.2
4245,1108,1,0,6,1,0.271,0,41
4245,1108,2,0,5,1,0.241,0,43.9
4245,1108,3,0,4,1,0.238,0,54.2
4315,258,0,0,4,0,0.003,1,76.4
4315,282,1,0,2,1,0.035,0,73.5
4315,282,2,0,8,1,0.06,0,81
4315,282,3,0,4,1,0.071,0,86.2
4399,101,0,1,5,0,0.004,1,62.3
4399,101,1,1,4,0,0.041,1,67.5
4399,101,2,1,4,0,0.056,1,81.8
4399,101,3,1,4,0,0.046,1,92
4407,1104,0,1,5,0,0.014,0,57.8
4407,1111,1,1,5,1,0.242,0,56.3
4407,1111,2,1,5,1,0.198,0,64.6
4407,1111,3,1,3,1,0.213,0,73.4
4408,24,0,0,6,1,0.025,1,51.1
4408,24,1,0,7,1,0.137,1,59.4
4408,24,2,0,4,1,0.085,1,67.9
4408,24,3,0,4,1,0.108,1,67.5
4419,1040,0,1,5,1,0.006,0,47.5
4419,1040,1,1,5,1,0.052,0,71.1
4419,1040,2,1,4,1,0.045,0,71.2
4419,1040,3,1,4,1,0.052,0,80.6
4542,1038,0,1,8,0,0.016,1,66.4
4542,1048,1,1,5,1,0.076,1,65.5
4542,1048,2,1,5,1,0.073,1,65.9
4542,1048,3,1,7,1,0.107,1,77
4556,1002,0,0,4,1,0.058,0,73.1
4556,1002,1,0,4,1,0.204,0,78.3
4556,1002,2,0,4,1,0.26,0,79.5
4556,1002,3,0,5,1,0.132,0,77
4579,212,0,1,4,0,0.003,1,73.1
4579,212,1,1,4,0,0.012,1,79.1
4579,212,2,1,5,0,0.025,1,83.2
4579,212,3,1,5,0,0.02,1,89.5
4583,124,0,0,4,1,0.003,0,63.9
4583,124,1,0,7,1,0.063,0,68.3
4583,124,2,0,6,1,0.066,0,71.8
4583,124,3,0,5,1,0.099,0,73.4
4591,1019,0,1,5,1,0.032,0,42.2
4591,1019,1,1,4,1,0.118,0,49.1
4591,1019,2,1,6,1,0.05,0,55.9
4591,1019,3,1,3,1,0.066,0,58.6
4605,309,0,1,4,1,0.021,0,45
4605,309,1,1,2,1,0.069,0,43.5
4605,309,2,1,3,1,0.095,0,43.1
4605,309,3,1,3,1,0.078,0,52.7
4631,1013,0,1,5,1,0.038,0,71.4
4631,1013,1,1,5,1,0.122,0,71.6
4631,1013,2,1,6,1,0.095,0,64
4631,1013,3,1,7,1,0.078,0,68.7
4647,1016,0,1,6,1,0.021,0,66.4
4647,1016,1,1,4,1,0.067,0,69.9
4647,1016,2,1,9,1,0.05,0,76.3
4647,1016,3,1,4,1,0.066,0,84.3
4676,1038,0,1,6,0,0.016,1,63.9
4676,1048,1,1,6,1,0.076,1,79.1
4676,1048,2,1,4,1,0.073,1,63.5
4676,1048,3,1,4,1,0.107,1,78.3
4679,99,0,1,2,0,0.003,1,35.5
4679,106,1,1,5,1,0.108,1,38.2
4679,106,2,1,5,1,0.073,1,43.9
4679,106,3,1,4,1,0.056,1,50.6
4680,194,0,1,3,1,0.004,0,47.5
4680,282,1,1,6,1,0.035,0,49.9
4680,282,2,1,3,1,0.06,0,63.5
4680,282,3,1,4,1,0.071,0,70.6
4717,963,0,1,5,0,0.155,0,25.8
4717,963,1,1,6,0,0.982,0,40.2
4717,963,2,1,1,0,0.401,0,33.1
4717,963,3,1,6,0,0.247,0,40.3
4738,515,0,0,6,0,0.036,1,42.2
4738,519,1,0,6,1,0.168,0,61.5
4738,519,2,0,6,1,0.189,0,66.7
4738,519,3,0,5,1,0.113,0,78.3
4770,315,0,1,5,1,0.003,0,40.7
4770,299,1,1,4,1,0.029,0,43.5
4770,299,2,1,3,1,0.054,0,45.4
4770,299,3,1,6,1,0.052,0,52.7
4814,178,0,1,5,1,0.009,0,71.4
4814,178,1,1,5,1,0.187,0,75.8
4814,178,2,1,4,1,0.142,0,86.8
4814,178,3,1,5,1,0.126,0,79.5
4866,43,0,0,4,0,0.018,0,43
4866,43,1,0,4,0,0.163,0,65.5
4866,43,2,0,7,0,0.205,0,45.1
4866,43,3,0,5,0,0.151,0,73.4
4868,690,0,1,5,1,0.028,0,37.1
4868,690,1,1,3,1,0.497,0,39.1
4868,690,2,1,4,1,0.667,0,51.8
4868,690,3,1,4,1,0.825,0,50.6
4893,103,0,1,6,1,0.007,0,71.4
4893,103,1,1,6,1,0.061,0,60.7
4893,103,2,1,3,1,0.032,0,69
4893,103,3,1,4,1,0.042,0,65
4928,99,0,1,4,0,0.003,1,55.8
4928,106,1,1,3,1,0.108,1,62.7
4928,106,2,1,4,1,0.073,1,59.5
4928,106,3,1,1,1,0.056,1,67
4945,714,0,0,6,1,0.028,1,47.8
4945,720,1,0,4,1,0.112,1,45.9
4945,720,2,0,6,1,0.119,1,49.5
4945,720,3,0,4,1,0.159,1,59.8
4954,258,0,1,5,0,0.003,1,48.6
4954,282,1,1,5,1,0.035,0,39.4
4954,282,2,1,3,1,0.06,0,47.5
4954,282,3,1,4,1,0.071,0,62.3
4979,1038,0,0,6,0,0.016,1,47.8
4979,1048,1,0,5,1,0.076,1,53.5
4979,1048,2,0,6,1,0.073,1,39
4979,1048,3,0,5,1,0.107,1,52.7
5014,52,0,0,7,1,0.003,0,52.2
5014,52,1,0,4,1,0.055,0,54.3
5014,52,2,0,4,1,0.076,0,53.9
5014,52,3,0,7,1,0.034,0,57.5
5101,1045,0,1,5,1,0.012,0,67.8
5101,1045,1,1,5,1,0.052,0,83
5101,1045,2,1,5,1,0.045,0,76.3
5101,1045,3,1,6,1,0.052,0,89.5
5161,506,0,1,7,1,0.026,0,60.8
5161,506,1,1,5,1,0.129,0,56.3
5161,506,2,1,4,1,0.127,0,51.8
5161,506,3,1,5,1,0.132,0,58.6
5162,76,0,0,5,1,0.006,1,60.8
5162,76,1,0,6,1,0.07,1,73.5
5162,76,2,0,4,1,0.066,1,77.9
5162,76,3,0,4,1,0.042,1,75.6
5179,156,0,0,4,1,0.009,1,57.5
5179,156,1,0,5,1,0.022,1,69.1
5179,156,2,0,7,1,0.016,1,69
5179,156,3,0,5,1,0.015,1,78.3
5197,212,0,0,5,0,0.003,1,44.2
5197,274,1,0,3,1,0.012,1,41.8
5197,274,2,0,5,1,0.025,1,47.5
5197,274,3,0,5,1,0.02,1,48.6
5214,169,0,0,6,0,0.034,0,39.4
5214,169,1,0,4,0,0.063,0,42.7
5214,169,2,0,4,0,0.92,0,55.1
5214,169,3,0,3,0,0.92,0,50.6
5245,100,0,1,4,0,0.004,1,51.9
5245,100,1,1,3,0,0.108,1,41
5245,100,2,1,6,0,0.073,1,57.1
5245,100,3,1,5,0,0.056,1,58.3
5282,704,0,0,3,0,0.006,0,35.8
5282,704,1,0,2,0,0.029,0,39.1
5282,704,2,0,7,0,0.047,0,58.7
5282,704,3,0,4,0,0.621,0,48.6
5323,81,0,0,6,1,0.112,0,29.4
5323,92,1,0,4,1,0.325,1,36.3
5323,92,2,0,5,1,0.337,1,44.6
5323,92,3,0,4,1,0.318,1,45
5362,276,0,0,4,0,0.003,1,73.1
5362,276,1,0,4,0,0.012,1,73.5
5362,276,2,0,5,0,0.025,1,77.9
5362,276,3,0,6,0,0.02,1,97.1
5363,690,0,1,4,1,0.028,0,49.9
5363,690,1,1,5,1,0.497,0,49.9
5363,690,2,1,5,1,0.667,0,52.6
5363,690,3,1,4,1,0.825,0,65.5
5377,236,0,1,4,1,0.002,1,55
5377,236,1,1,6,1,0.058,1,79.1
5377,236,2,1,6,1,0.019,1,66.7
5377,236,3,1,5,1,0.009,1,102
5407,1002,0,0,5,1,0.058,0,36.6
5407,1002,1,0,4,1,0.3,0,42.7
5407,1002,2,0,4,1,0.301,0,47.5
5407,1002,3,0,6,1,0.315,0,55.9
5411,387,0,0,4,0,0.087,1,59.1
5411,387,1,0,4,0,0.109,1,66
5411,387,2,0,5,0,0.128,1,70.4
5411,387,3,0,7,0,0.098,1,73.4
5418,52,0,0,7,1,0.003,0,74.7
5418,52,1,0,5,1,0.055,0,71.6
5418,52,2,0,5,1,0.076,0,89.9
5418,52,3,0,7,1,0.034,0,85.6
5434,677,0,1,5,1,0.002,0,47.5
5434,677,1,1,3,1,0.005,0,59.4
5434,677,2,1,6,1,0.01,0,70.4
5434,677,3,1,5,1,0.012,0,68.3
5438,24,0,0,5,1,0.025,1,29.4
5438,24,1,0,5,1,0.137,1,41.8
5438,24,2,0,3,1,0.085,1,38.7
5438,24,3,0,5,1,0.108,1,49.1
5485,101,0,0,5,0,0.004,1,76.4
5485,101,1,0,3,0,0.07,1,81.6
5485,101,2,0,5,0,0.066,1,79.9
5485,101,3,0,5,0,0.042,1,88.7
5547,124,0,0,5,1,0.003,0,22.7
5547,124,1,0,4,1,0.083,0,31
5547,124,2,0,4,1,0.116,0,35.1
5547,124,3,0,3,1,0.075,0,34.2
5562,188,0,1,5,1,0.027,0,53.6
5562,188,1,1,3,1,0.128,0,41
5562,188,2,1,5,1,0.156,0,47.9
5562,188,3,1,6,1,0.064,0,55
5651,169,0,0,6,0,0.034,0,57.5
5651,169,1,0,4,0,0.229,0,65.5
5651,169,2,0,5,0,0.17,0,73.1
5651,169,3,0,4,0,0.165,0,74.2
5654,315,0,1,6,1,0.003,0,25
5654,299,1,1,6,1,0.029,0,32.3
5654,299,2,1,8,1,0.054,0,46.7
5654,299,3,1,5,1,0.052,0,47.8
5722,169,0,0,5,0,0.034,0,63.9
5722,169,1,0,7,0,0.063,0,73.5
5722,169,2,0,4,0,0.066,0,81.8
5722,169,3,0,6,0,0.099,0,90.7
5773,133,0,1,5,1,0.005,1,40.7
5773,133,1,1,2,1,0.017,1,40.2
5773,133,2,1,5,1,0.035,1,47.9
5773,133,3,1,4,1,0.031,1,67
5813,24,0,1,5,1,0.025,1,57.5
5813,24,1,1,0,1,0.137,1,53.5
5813,24,2,1,7,1,0.085,1,61.2
5813,24,3,1,7,1,0.108,1,66.7
5873,1110,0,1,5,1,0.034,0,40.7
5873,1110,1,1,4,1,0.242,0,49.9
5873,1110,2,1,7,1,0.198,0,54.3
5873,1110,3,1,3,1,0.213,0,76.4
5898,100,0,1,5,0,0.004,1,65.9
5898,100,1,1,6,0,0.108,1,63
5898,100,2,1,4,0,0.073,1,76.3
5898,100,3,1,4,0,0.056,1,85.6
5917,100,0,0,3,0,0.004,1,41.4
5917,106,1,0,7,1,0.108,1,38.2
5917,106,2,0,5,1,0.073,1,40.3
5917,106,3,0,4,1,0.056,1,57.5
5950,1104,0,0,3,0,0.014,0,49.9
5950,1111,1,0,5,1,0.242,0,53.5
5950,1111,2,0,6,1,0.198,0,53.9
5950,1111,3,0,3,1,0.213,0,68.7
5975,178,0,1,5,1,0.009,0,24.2
5975,178,1,1,5,1,0.187,0,41.8
5975,178,2,1,5,1,0.142,0,55.4
5975,178,3,1,6,1,0.126,0,53.1
5984,1110,0,1,3,1,0.034,0,37.8
5984,1111,1,1,5,1,0.242,0,49.1
5984,1111,2,1,5,1,0.198,0,50.3
5984,1111,3,1,5,1,0.213,0,67
6049,586,0,0,7,1,0.017,0,55
6049,586,1,0,6,1,0.099,0,65.5
6049,586,2,0,4,1,0.132,0,61.2
6049,586,3,0,6,1,0.108,0,65.5
6055,21,0,1,4,0,0.017,1,62.3
6055,21,1,1,4,0,0.253,1,51.5
6055,21,2,1,7,0,0.264,1,76.3
6055,21,3,1,4,0,0.285,1,67
6071,504,0,0,3,1,0.004,0,40.7
6071,504,1,0,6,1,0.034,0,45.1
6071,504,2,0,4,1,0.135,0,46.2
6071,504,3,0,5,1,0.185,0,50.6
6082,245,0,1,4,1,0.009,1,38.6
6082,245,1,1,6,1,0.016,1,47.4
6082,245,2,1,4,1,0.019,1,54.3
6082,245,3,1,5,1,0.047,1,64.7
6090,315,0,0,5,1,0.003,0,52.2
6090,315,1,0,7,1,0.059,0,66
6090,315,2,0,3,1,0.098,0,55.1
6090,315,3,0,4,1,0.033,0,55
6115,660,0,1,5,1,0.006,0,38.6
6115,660,1,1,5,1,0.064,0,52.7
6115,660,2,1,4,1,0.089,0,52.3
6115,660,3,1,3,1,0.074,0,62.8
6116,704,0,0,5,0,0.006,0,59.1
6116,704,1,0,4,0,0.029,0,71.6
6116,704,2,0,5,0,0.047,0,85.1
6116,704,3,0,5,0,0.034,0,100.3
6172,124,0,1,6,1,0.003,0,57.8
6172,124,1,1,5,1,0.083,0,66
6172,124,2,1,4,1,0.116,0,64.6
6172,124,3,1,5,1,0.075,0,67.8
6192,178,0,1,6,1,0.009,0,62.3
6192,178,1,1,7,1,0.07,0,61.9
6192,178,2,1,3,1,0.039,0,64.6
6192,178,3,1,6,1,0.028,0,75.6
6201,690,0,0,5,1,0.028,0,58.6
6201,690,1,0,5,1,0.497,0,60.7
6201,690,2,0,5,1,0.667,0,66.7
6201,690,3,0,4,1,0.825,0,67.8
6230,1104,0,0,6,0,0.014,0,62.3
6230,1111,1,0,4,1,0.242,0,54.3
6230,1111,2,0,3,1,0.198,0,63.1
6230,1111,3,0,4,1,0.213,0,74.2
6239,1018,0,0,7,1,0.023,0,57.5
6239,1018,1,0,3,1,0.122,0,55.1
6239,1018,2,0,6,1,0.095,0,67.9
6239,1018,3,0,6,1,0.078,0,74.2
6249,276,0,0,5,0,0.003,1,55.8
6249,274,1,0,3,1,0.012,1,59.4
6249,274,2,0,5,1,0.025,1,61.2
6249,274,3,0,5,1,0.02,1,58.6
6303,81,0,1,5,1,0.112,0,60.8
6303,84,1,1,8,1,0.33,0,63
6303,84,2,1,4,1,0.39,0,74.6
6303,84,3,1,5,1,0.328,0,75.6
6305,52,0,1,3,1,0.003,0,25
6305,52,1,1,5,1,0.055,0,39.4
6305,52,2,1,5,1,0.174,0,37.5
6305,52,3,1,5,1,0.055,0,48.6
6309,21,0,1,5,0,0.017,1,45.8
6309,21,1,1,3,0,0.253,1,63
6309,21,2,1,4,0,0.264,1,53.9
6309,21,3,1,4,0,0.285,1,68.7
6355,1033,0,0,5,1,0.006,1,53.9
6355,1033,1,0,5,1,0.086,1,63
6355,1033,2,0,4,1,0.067,1,60.7
6355,1033,3,0,4,1,0.07,1,61.1
6372,52,0,1,4,1,0.003,0,67.8
6372,52,1,1,6,1,0.377,0,73.5
6372,52,2,1,5,1,0.314,0,81.8
6372,52,3,1,7,1,0.338,0,81.5
6378,258,0,1,4,0,0.003,1,52.7
6378,258,1,1,2,0,0.085,1,54.3
6378,258,2,1,6,0,0.09,1,53.1
6378,258,3,1,5,0,0.098,1,60.6
