"student","school","time","female","ses","public","suspension","platform","math"
6418,1104,0,1,3,0,0.014,0,56.7
6418,1104,1,1,7,0,0.242,0,71.1
6418,1104,2,1,5,0,0.198,0,75.1
6418,1104,3,1,4,0,0.213,0,79.5
6420,1110,0,1,3,1,0.034,0,53.6
6420,1111,1,1,3,1,0.242,0,66
6420,1111,2,1,4,1,0.198,0,67.9
6420,1111,3,1,4,1,0.213,0,83.1
6426,704,0,1,6,0,0.006,0,51.9
6426,704,1,1,6,0,0.029,0,59.4
6426,704,2,1,3,0,0.047,0,70.4
6426,704,3,1,7,0,0.034,0,74.2
6435,963,0,1,6,0,0.155,0,45.5
6435,963,1,1,6,0,0.124,0,48.2
6435,963,2,1,3,0,0.175,0,60.7
6435,963,3,1,6,0,0.218,0,65.5
6470,1058,0,0,4,1,0.015,0,60.8
6470,1058,1,0,6,1,0.086,0,62.7
6470,1058,2,0,4,1,0.067,0,74.6
6470,1058,3,0,4,1,0.07,0,87
6474,194,0,1,5,1,0.004,0,43.5
6474,282,1,1,5,1,0.035,0,45.9
6474,282,2,1,6,1,0.06,0,55.9
6474,282,3,1,7,1,0.071,0,68.3
6485,677,0,0,7,1,0.002,0,63.9
6485,677,1,0,4,1,0.005,0,71.6
6485,677,2,0,4,1,0.01,0,75.1
6485,677,3,0,5,1,0.012,0,92.6
6494,76,0,0,5,1,0.006,1,60.3
6494,76,1,0,5,1,0.07,1,68.3
6494,76,2,0,6,1,0.066,1,77.9
6494,76,3,0,3,1,0.042,1,83.1
6502,690,0,1,7,1,0.028,0,52.2
6502,690,1,1,5,1,0.497,0,58.3
6502,690,2,1,4,1,0.667,0,57.6
6502,690,3,1,4,1,0.825,0,68.7
6523,276,0,0,4,0,0.003,1,67.8
6523,276,1,0,6,0,0.012,1,73.5
6523,276,2,0,4,0,0.025,1,87.4
6523,276,3,0,5,0,0.02,1,86.2
6534,1078,0,1,5,1,0.018,0,60.8
6534,1078,1,1,6,1,0.164,0,66
6534,1078,2,1,6,1,0.144,0,81
6534,1078,3,1,6,1,0.123,0,89.5
6545,52,0,0,3,1,0.003,0,51.1
6545,52,1,0,6,1,0.055,0,63.8
6545,52,2,0,6,1,0.076,0,58.7
6545,52,3,0,5,1,0.034,0,69.5
6562,1108,0,0,7,1,0.03,0,55.8
6562,1111,1,0,5,1,0.242,0,66
6562,1111,2,0,3,1,0.198,0,67.9
6562,1111,3,0,4,1,0.213,0,75.1
6565,309,0,1,6,1,0.021,0,38.6
6565,309,1,1,3,1,0.091,0,35.4
6565,309,2,1,6,1,0.058,0,45.1
6565,309,3,1,5,1,0.046,0,49.5
6567,1006,0,1,3,1,0.022,0,35
6567,1006,1,1,3,1,0.3,0,53.5
6567,1006,2,1,6,1,0.301,0,61.2
6567,1006,3,1,5,1,0.315,0,51.4
6574,309,0,0,7,1,0.021,0,62.3
6574,309,1,0,5,1,0.091,0,69.1
6574,309,2,0,6,1,0.058,0,84
6574,309,3,0,6,1,0.046,0,100.3
6606,1002,0,1,6,1,0.058,0,44.2
6606,1002,1,1,4,1,0.3,0,41.8
6606,1002,2,1,6,1,0.301,0,59
6606,1002,3,1,4,1,0.315,0,65.5
6640,77,0,0,7,0,0.006,1,55.8
6640,84,1,0,3,1,0.33,0,58.3
6640,84,2,0,5,1,0.39,0,63.1
6640,84,3,0,5,1,0.328,0,57.8
6644,21,0,1,5,0,0.017,1,49.4
6644,21,1,1,5,0,0.253,1,58.3
6644,21,2,1,4,0,0.264,1,51.5
6644,21,3,1,5,0,0.285,1,57.8
6674,1104,0,0,3,0,0.014,0,34.7
6674,1111,1,0,4,1,0.242,0,47.4
6674,1111,2,0,3,1,0.198,0,40.3
6674,1111,3,0,7,1,0.213,0,55
6676,1110,0,0,2,1,0.034,0,43.5
6676,1110,1,0,4,1,0.242,0,53.5
6676,1110,2,0,4,1,0.198,0,51.8
6676,1110,3,0,4,1,0.213,0,73.4
6695,24,0,0,3,1,0.025,1,55
6695,24,1,0,5,1,0.137,1,60.2
6695,24,2,0,5,1,0.085,1,59.5
6695,24,3,0,5,1,0.108,1,66.7
6736,1110,0,1,6,1,0.034,0,38.6
6736,1111,1,1,5,1,0.242,0,49.9
6736,1111,2,1,5,1,0.198,0,53.9
6736,1111,3,1,5,1,0.213,0,68.7
6786,387,0,1,5,0,0.087,1,31.4
6786,387,1,1,5,0,0.109,1,39.1
6786,387,2,1,5,0,0.123,1,41.8
6786,387,3,1,5,0,0.233,1,53.4
6807,212,0,1,5,0,0.003,1,58.6
6807,274,1,1,7,1,0.012,1,54.3
6807,274,2,1,4,1,0.025,1,56.2
6807,274,3,1,5,1,0.02,1,66.4
6808,194,0,0,5,1,0.004,0,53.9
6808,194,1,0,5,1,0.035,0,51.5
6808,194,2,0,5,1,0.06,0,57.9
6808,194,3,0,4,1,0.071,0,72.8
6859,1045,0,1,3,1,0.012,0,47.5
6859,1045,1,1,4,1,0.052,0,60.2
6859,1045,2,1,4,1,0.045,0,61.8
6859,1045,3,1,5,1,0.052,0,56.7
6885,194,0,1,5,1,0.004,0,48.6
6885,282,1,1,6,1,0.035,0,55.1
6885,282,2,1,6,1,0.06,0,51.5
6885,282,3,1,4,1,0.071,0,58.3
6903,1078,0,0,4,1,0.018,0,36.3
6903,1078,1,0,2,1,0.164,0,41.8
6903,1078,2,0,3,1,0.144,0,60.7
6903,1078,3,0,7,1,0.123,0,60.3
6914,124,0,0,4,1,0.003,0,76.4
6914,124,1,0,3,1,0.063,0,69.1
6914,124,2,0,5,1,0.066,0,81.8
6914,124,3,0,5,1,0.099,0,87.9
6925,1038,0,1,5,0,0.016,1,60.3
6925,1048,1,1,6,1,0.076,1,68.3
6925,1048,2,1,4,1,0.073,1,65.9
6925,1048,3,1,6,1,0.107,1,75.1
6958,77,0,0,5,0,0.006,1,49.4
6958,77,1,0,5,0,0.33,1,55.1
6958,77,2,0,5,0,0.39,1,64.6
6958,77,3,0,1,0,0.328,1,55.9
7000,258,0,1,6,0,0.003,1,76.4
7000,211,1,1,3,1,0.032,1,71.1
7000,211,2,1,6,1,0.018,1,70.4
7000,211,3,1,3,1,0.011,1,83.1
7010,1110,0,0,6,1,0.034,0,30.2
7010,1110,1,0,5,1,0.238,0,43.5
7010,1110,2,0,6,1,0.209,0,52.6
7010,1110,3,0,6,1,0.19,0,63.1
7035,504,0,0,4,1,0.004,0,41.4
7035,504,1,0,4,1,0.034,0,46.6
7035,504,2,0,6,1,0.022,0,47.9
7035,504,3,0,6,1,0.042,0,49.5
7039,1002,0,1,6,1,0.058,0,51.1
7039,1002,1,1,4,1,0.3,0,40.2
7039,1002,2,1,6,1,0.301,0,47
7039,1002,3,1,6,1,0.315,0,51.4
7055,506,0,0,5,1,0.026,0,63.9
7055,506,1,0,2,1,0.129,0,69.1
7055,506,2,0,4,1,0.127,0,60.3
7055,506,3,0,4,1,0.132,0,82
7060,212,0,0,5,0,0.003,1,94.7
7060,211,1,0,5,1,0.032,1,79.1
7060,211,2,0,7,1,0.018,1,79.9
7060,211,3,0,5,1,0.011,1,98.4
7105,99,0,0,7,0,0.003,1,66.4
7105,106,1,0,3,1,0.108,1,63
7105,106,2,0,2,1,0.073,1,67.9
7105,106,3,0,6,1,0.056,1,74.2
7116,515,0,1,5,0,0.036,1,19.9
7116,515,1,1,3,0,0.168,1,33.8
7116,515,2,1,4,0,0.189,1,41.5
7116,515,3,1,5,0,0.113,1,47.8
7133,194,0,0,4,1,0.004,0,55.8
7133,194,1,0,5,1,0.035,0,56.3
7133,194,2,0,4,1,0.06,0,69.9
7133,194,3,0,3,1,0.071,0,83.1
7146,666,0,0,6,1,0.017,0,53.9
7146,666,1,0,4,1,0.141,0,55.5
7146,666,2,0,6,1,0.2,0,71.2
7146,666,3,0,9,1,0.043,0,79.5
7149,103,0,0,5,1,0.007,0,76.4
7149,103,1,0,3,1,0.061,0,91.6
7149,103,2,0,4,1,0.032,0,76.3
7149,103,3,0,6,1,0.042,0,88.7
7178,98,0,0,6,0,0.005,1,31.9
7178,106,1,0,4,1,0.108,1,33
7178,106,2,0,5,1,0.073,1,40.6
7178,106,3,0,5,1,0.056,1,52.2
7214,188,0,0,4,1,0.027,0,41.4
7214,188,1,0,5,1,0.098,0,49.1
7214,188,2,0,4,1,0.062,0,45.1
7214,188,3,0,5,1,0.046,0,59.8
7227,101,0,1,4,0,0.004,1,33.9
7227,104,1,1,6,1,0.07,1,54.3
7227,104,2,1,5,1,0.066,1,59.8
7227,104,3,1,2,1,0.042,1,65.5
7235,101,0,0,5,0,0.004,1,49.4
7235,104,1,0,5,1,0.07,1,53.5
7235,104,2,0,3,1,0.066,1,57.1
7235,1048,3,0,4,1,0.107,1,67
7255,690,0,0,6,1,0.028,0,76.4
7255,690,1,0,6,1,0.497,0,91.6
7255,690,2,0,6,1,0.667,0,96.8
7255,690,3,0,3,1,0.825,0,89.5
7283,586,0,0,5,1,0.017,0,66.4
7283,586,1,0,7,1,0.099,0,97.5
7283,586,2,0,6,1,0.132,0,81.8
7283,586,3,0,2,1,0.108,0,90.7
7290,98,0,0,5,0,0.005,1,49.9
7290,106,1,0,5,1,0.108,1,66.6
7290,106,2,0,5,1,0.073,1,67.9
7290,106,3,0,6,1,0.056,1,68.7
7292,77,0,0,6,0,0.006,1,51.9
7292,84,1,0,5,1,0.33,0,51.5
7292,104,2,0,6,1,0.066,1,60.7
7292,104,3,0,6,1,0.042,1,69.8
7335,1108,0,0,4,1,0.03,0,47.2
7335,1111,1,0,8,1,0.242,0,46.6
7335,1111,2,0,5,1,0.198,0,46.7
7335,1111,3,0,4,1,0.213,0,68.7
7352,1058,0,0,6,1,0.015,0,45.5
7352,1058,1,0,3,1,0.083,0,43.5
7352,1058,2,0,4,1,0.047,0,53.4
7352,1058,3,0,6,1,0.058,0,56.7
7397,21,0,1,4,0,0.017,1,45.5
7397,21,1,1,6,0,0.163,1,53.5
7397,21,2,1,7,0,0.205,1,62.6
7397,21,3,1,4,0,0.151,1,73.4
7402,100,0,0,6,0,0.004,1,80.3
7402,104,1,0,4,1,0.07,1,73.5
7402,104,2,0,4,1,0.066,1,77.9
7402,104,3,0,3,1,0.042,1,92.6
7415,714,0,0,4,1,0.028,1,38.6
7415,720,1,0,5,1,0.112,1,48.2
7415,720,2,0,4,1,0.119,1,47.9
7415,720,3,0,3,1,0.159,1,52.2
7479,103,0,0,5,1,0.007,0,43
7479,103,1,0,3,1,0.061,0,35.1
7479,103,2,0,5,1,0.032,0,46.2
7479,103,3,0,4,1,0.042,0,43.9
7487,572,0,0,6,1,0.009,0,29.4
7487,572,1,0,3,1,0.099,0,45.9
7487,572,2,0,7,1,0.132,0,39.5
7487,572,3,0,3,1,0.108,0,46.7
7504,963,0,0,5,0,0.155,0,52.2
7504,963,1,0,5,0,0.124,0,65.5
7504,963,2,0,4,0,0.175,0,73.1
7504,963,3,0,6,0,0.218,0,72.8
7544,99,0,1,4,0,0.003,1,42.2
7544,106,1,1,4,1,0.108,1,43.5
7544,106,2,1,6,1,0.073,1,45.9
7544,106,3,1,4,1,0.056,1,56.7
7559,1110,0,1,5,1,0.034,0,43.5
7559,1111,1,1,6,1,0.242,0,43.5
7559,1111,2,1,4,1,0.198,0,50.3
7559,1111,3,1,4,1,0.213,0,56.7
7562,677,0,0,5,1,0.002,0,36.3
7562,677,1,0,6,1,0.005,0,29.4
7562,677,2,0,5,1,0.01,0,39.5
7562,677,3,0,4,1,0.012,0,42.7
7603,101,0,1,7,0,0.004,1,50.8
7603,104,1,1,6,1,0.07,1,73.5
7603,104,2,1,6,1,0.066,1,65.9
7603,104,3,1,3,1,0.042,1,65
7632,515,0,0,4,0,0.036,1,42.2
7632,519,1,0,4,1,0.168,0,60.2
7632,519,2,0,6,1,0.189,0,53.9
7632,519,3,0,4,1,0.113,0,63.4
7647,1018,0,1,5,1,0.023,0,78.7
7647,1018,1,1,5,1,0.122,0,85.8
7647,1018,2,1,5,1,0.095,0,77.9
7647,1018,3,1,5,1,0.078,0,95.6
7663,1002,0,1,5,1,0.058,0,49.1
7663,1002,1,1,4,1,0.3,0,53.5
7663,1002,2,1,6,1,0.301,0,52.6
7663,1002,3,1,6,1,0.315,0,57.8
7666,387,0,1,5,0,0.087,1,47.5
7666,387,1,1,7,0,0.109,1,47.4
7666,388,2,1,4,1,0.176,0,59.8
7666,388,3,1,6,1,0.447,0,57.8
7675,98,0,0,5,0,0.005,1,57.8
7675,106,1,0,6,1,0.108,1,63.8
7675,106,2,0,5,1,0.073,1,79.5
7675,106,3,0,4,1,0.056,1,89.5
7707,1104,0,1,6,0,0.014,0,47.5
7707,1111,1,1,3,1,0.242,0,51.5
7707,1111,2,1,6,1,0.198,0,64.6
7707,1111,3,1,5,1,0.213,0,77
7752,660,0,0,5,1,0.006,0,35
7752,660,1,0,5,1,0.012,0,49.1
7752,660,2,0,5,1,0.03,0,63.5
7752,660,3,0,4,1,0.043,0,63.9
7768,98,0,0,5,0,0.005,1,46.3
7768,106,1,0,5,1,0.108,1,48.2
7768,106,2,0,3,1,0.073,1,41.1
7768,106,3,0,8,1,0.056,1,61.4
7776,100,0,0,7,0,0.004,1,62.3
7776,106,1,0,6,1,0.108,1,69.1
7776,106,2,0,6,1,0.073,1,61.8
7776,106,3,0,4,1,0.056,1,69.2
7789,1038,0,1,6,0,0.016,1,33
7789,1048,1,1,5,1,0.076,1,49.9
7789,1048,2,1,3,1,0.073,1,46.2
7789,1048,3,1,4,1,0.107,1,57.5
7803,188,0,1,6,1,0.027,0,49.1
7803,188,1,1,5,1,0.071,0,53.5
7803,188,2,1,5,1,0.092,0,49.5
7803,188,3,1,7,1,0.083,0,74.2
7834,1038,0,0,3,0,0.016,1,47.2
7834,1048,1,0,4,1,0.076,1,49.9
7834,1048,2,0,7,1,0.073,1,47.5
7834,1048,3,0,7,1,0.107,1,55
7928,21,0,1,4,0,0.017,1,50.8
7928,21,1,1,5,0,0.163,1,50.7
7928,21,2,1,6,0,0.205,1,71.2
7928,21,3,1,4,0,0.151,1,73.4
7930,103,0,0,3,1,0.007,0,21.9
7930,103,1,0,2,1,0.061,0,30.2
7930,103,2,0,5,1,0.032,0,35.1
7930,103,3,0,4,1,0.042,0,47.8
7947,276,0,0,7,0,0.003,1,63.9
7947,274,1,0,6,1,0.012,1,67.5
7947,274,2,0,3,1,0.025,1,77.9
7947,274,3,0,5,1,0.02,1,69.5
7953,704,0,1,6,0,0.006,0,40.7
7953,704,1,1,6,0,0.029,0,47.4
7953,704,2,1,5,0,0.047,0,47.5
7953,704,3,1,5,0,0.034,0,62.3
7971,43,0,1,6,0,0.018,0,65.9
7971,43,1,1,3,0,0.253,0,69.1
7971,43,2,1,4,0,0.264,0,83.2
7971,43,3,1,3,0,0.285,0,80.6
7993,258,0,1,3,0,0.003,1,67.8
7993,282,1,1,5,1,0.035,0,69.1
7993,282,2,1,7,1,0.06,0,85.1
7993,282,3,1,3,1,0.071,0,89.5
8014,236,0,1,5,1,0.002,1,62.3
8014,236,1,1,5,1,0.002,1,67.5
8014,236,2,1,4,1,0.021,1,81.8
8014,236,3,1,4,1,0.027,1,80.3
8022,704,0,1,4,0,0.006,0,53.9
8022,704,1,1,4,0,0.029,0,49.9
8022,704,2,1,3,0,0.047,0,59
8022,704,3,1,6,0,0.034,0,66.7
8035,99,0,1,7,0,0.003,1,43
8035,106,1,1,3,1,0.108,1,54.3
8035,106,2,1,3,1,0.073,1,67.9
8035,106,3,1,4,1,0.056,1,72.8
8057,315,0,0,5,1,0.003,0,22.2
8057,315,1,0,4,1,0.08,0,30.2
8057,315,2,0,3,1,0.051,0,31.8
8057,315,3,0,4,1,0.101,0,49.1
8067,245,0,1,4,1,0.009,1,52.7
8067,245,1,1,3,1,0.016,1,71.1
8067,245,2,1,6,1,0.019,1,69
8067,245,3,1,5,1,0.047,1,68.3
8085,1038,0,0,7,0,0.016,1,76.4
8085,1038,1,0,6,0,0.076,1,73.5
8085,1038,2,0,5,0,0.073,1,76.3
8085,1038,3,0,4,0,0.107,1,81.5
8119,586,0,0,6,1,0.017,0,40.7
8119,586,1,0,3,1,0.099,0,55.5
8119,586,2,0,5,1,0.132,0,79.9
8119,586,3,0,4,1,0.108,0,70.6
8124,101,0,0,3,0,0.004,1,48.6
8124,104,1,0,4,1,0.07,1,48.2
8124,104,2,0,4,1,0.066,1,46.7
8124,104,3,0,6,1,0.042,1,57.8
8134,21,0,0,5,0,0.017,1,51.1
8134,21,1,0,6,0,0.253,1,45.1
8134,21,2,0,5,0,0.264,1,48.7
8134,21,3,0,6,0,0.285,1,51.4
8135,387,0,1,5,0,0.087,1,23
8135,387,1,1,4,0,0.109,1,41.8
8135,388,2,1,3,1,0.176,0,43.1
8135,388,3,1,5,1,0.447,0,55.9
8148,276,0,0,3,0,0.003,1,54.7
8148,274,1,0,6,1,0.012,1,54.3
8148,274,2,0,4,1,0.025,1,60.3
8148,274,3,0,5,1,0.02,1,65
8200,506,0,0,4,1,0.026,0,37.8
8200,506,1,0,3,1,0.129,0,44.3
8200,506,2,0,3,1,0.127,0,51.5
8200,506,3,0,5,1,0.132,0,58.6
8211,50,0,1,7,1,0.002,0,44.2
8211,50,1,1,6,1,0.09,0,60.7
8211,50,2,1,5,1,0.06,0,81
8211,50,3,1,6,1,0.068,0,79.5
8225,121,0,1,5,1,0.024,0,17.8
8225,121,1,1,5,1,0.083,0,32.3
8225,121,2,1,4,1,0.116,0,35.1
8225,121,3,1,5,1,0.075,0,45.8
8238,139,0,0,5,1,0.021,0,58.6
8238,139,1,0,7,1,0.043,0,65.5
8238,139,2,0,6,1,0.064,0,64.6
8238,139,3,0,6,1,0.053,0,90.7
8248,258,0,1,5,0,0.003,1,54.7
8248,282,1,1,5,1,0.035,0,66.6
8248,282,2,1,5,1,0.06,0,61.8
8248,282,3,1,5,1,0.071,0,75.1
8249,100,0,1,5,0,0.004,1,60.8
8249,104,1,1,4,1,0.07,1,59.4
8249,104,2,1,6,1,0.066,1,62.6
8249,104,3,1,4,1,0.042,1,63.1
8304,660,0,1,4,1,0.006,0,35.5
8304,660,1,1,5,1,0.012,0,52.7
8304,660,2,1,6,1,0.03,0,48.7
8304,660,3,1,5,1,0.043,0,57.5
8383,1035,0,0,3,1,0.033,0,26.3
8383,1035,1,0,5,1,0.095,0,35.1
8383,1035,2,0,3,1,0.088,0,37.5
8383,1035,3,0,5,1,0.11,0,57.5
8395,212,0,1,5,0,0.003,1,55.8
8395,274,1,1,5,1,0.012,1,57.1
8395,274,2,1,3,1,0.025,1,66.7
8395,274,3,1,6,1,0.02,1,78.3
8399,103,0,1,4,1,0.007,0,43
8399,103,1,1,3,1,0.061,0,47.4
8399,103,2,1,3,1,0.032,0,64.6
8399,103,3,1,6,1,0.042,0,55
8402,76,0,1,5,1,0.006,1,73.1
8402,76,1,1,8,1,0.07,1,78.3
8402,76,2,1,3,1,0.066,1,75.1
8402,76,3,1,4,1,0.042,1,86.2
8418,52,0,0,6,1,0.003,0,70.3
8418,52,1,0,4,1,0.055,0,73.5
8418,52,2,0,4,1,0.076,0,83.2
8418,52,3,0,5,1,0.034,0,107.1
8439,387,0,1,6,0,0.087,1,48.6
8439,387,1,1,4,0,0.109,1,50.7
8439,387,2,1,4,0,0.835,1,51.8
8439,387,3,1,7,0,0.095,1,50.6
8450,1108,0,1,6,1,0.03,0,62.3
8450,1111,1,1,6,1,0.242,0,66
8450,1111,2,1,5,1,0.198,0,77.9
8450,1111,3,1,4,1,0.213,0,88.7
8464,286,0,1,6,1,0.014,0,48.6
8464,286,1,1,5,1,0.099,0,49.9
8464,286,2,1,3,1,0.071,0,46.2
8464,286,3,1,6,1,0.1,0,51.4
8486,139,0,0,4,1,0.021,0,50.8
8486,139,1,0,4,1,0.076,0,65.5
8486,139,2,0,2,1,0.07,0,63.1
8486,139,3,0,5,1,0.054,0,58.6
8505,194,0,0,5,1,0.004,0,62.3
8505,194,1,0,3,1,0.035,0,64.3
8505,194,2,0,7,1,0.06,0,77.9
8505,194,3,0,6,1,0.071,0,84.7
8506,1038,0,1,5,0,0.016,1,39.4
8506,1048,1,1,5,1,0.076,1,50.7
8506,1048,2,1,3,1,0.073,1,48.7
8506,1048,3,1,5,1,0.107,1,64.2
8512,77,0,0,5,0,0.006,1,53.6
8512,84,1,0,4,1,0.33,0,63.8
8512,84,2,0,5,1,0.39,0,74.6
8512,84,3,0,6,1,0.328,0,75.1
8545,76,0,0,3,1,0.006,1,76.4
8545,104,1,0,5,1,0.07,1,73.5
8545,104,2,0,5,1,0.066,1,70.4
8545,104,3,0,6,1,0.042,1,86.2
8550,714,0,1,6,1,0.028,1,45
8550,714,1,1,5,1,0.112,1,57.1
8550,714,2,1,4,1,0.119,1,58.7
8550,714,3,1,4,1,0.159,1,67.5
8584,24,0,0,4,1,0.025,1,27.1
8584,24,1,0,5,1,0.137,1,42.7
8584,24,2,0,5,1,0.085,1,40.6
8584,24,3,0,5,1,0.108,1,55
8610,504,0,0,5,1,0.004,0,33
8610,504,1,0,6,1,0.034,0,37.9
8610,504,2,0,6,1,0.022,0,36.2
8610,504,3,0,5,1,0.042,0,41.4
8613,236,0,1,6,1,0.002,1,60.3
8613,236,1,1,6,1,0.026,1,66
8613,236,2,1,3,1,0.021,1,74
8613,236,3,1,4,1,0.027,1,80.6
8625,1013,0,0,6,1,0.038,0,65.9
8625,1013,1,0,4,1,0.122,0,69.1
8625,1013,2,0,4,1,0.095,0,77.9
8625,1013,3,0,7,1,0.078,0,92.6
8629,1108,0,0,3,1,0.03,0,17.1
8629,1111,1,0,5,1,0.242,0,36.3
8629,1111,2,0,2,1,0.198,0,31.8
8629,1111,3,0,5,1,0.213,0,40.3
8659,276,0,1,5,0,0.003,1,53.6
8659,276,1,1,5,0,0.012,1,50.7
8659,276,2,1,6,0,0.025,1,50.3
8659,276,3,1,5,0,0.02,1,64.2
8665,194,0,1,7,1,0.004,0,73.1
8665,194,1,1,4,1,0.098,0,91.6
8665,194,2,1,2,1,0.062,0,79.9
8665,194,3,1,6,1,0.046,0,94.3
8670,714,0,0,5,1,0.028,1,48.6
8670,714,1,0,8,1,0.112,1,40.2
8670,714,2,0,6,1,0.119,1,48.7
8670,714,3,0,6,1,0.159,1,55.9
8688,1110,0,1,6,1,0.034,0,46.3
8688,1111,1,1,2,1,0.242,0,49.1
8688,1111,2,1,4,1,0.198,0,53.4
8688,1111,3,1,4,1,0.213,0,51.4
8704,1045,0,0,6,1,0.012,0,57.5
8704,1045,1,0,7,1,0.052,0,66
8704,1045,2,0,6,1,0.045,0,76.3
8704,1045,3,0,5,1,0.052,0,74.2
8723,286,0,1,6,1,0.014,0,84.7
8723,286,1,1,6,1,0.099,0,79.1
8723,286,2,1,6,1,0.071,0,85.1
8723,286,3,1,5,1,0.1,0,87
8765,1038,0,1,5,0,0.016,1,29.4
8765,1048,1,1,5,1,0.076,1,42.7
8765,1048,2,1,3,1,0.073,1,38.7
8765,1048,3,1,5,1,0.107,1,63.4
8786,98,0,0,5,0,0.005,1,56.7
8786,98,1,0,4,0,0.108,1,62.7
8786,98,2,0,6,0,0.073,1,61.8
8786,98,3,0,5,0,0.056,1,73.4
8819,139,0,1,4,1,0.021,0,52.7
8819,139,1,1,5,1,0.043,0,56.3
8819,139,2,1,5,1,0.064,0,56.2
8819,139,3,1,4,1,0.053,0,79.5
8852,1040,0,0,4,1,0.006,0,42.2
8852,1040,1,0,5,1,0.44,0,54.3
8852,1040,2,0,4,1,0.574,0,57.9
8852,1040,3,0,6,1,0.282,0,60.6
8870,81,0,0,4,1,0.112,0,38.6
8870,84,1,0,4,1,0.33,0,51.5
8870,84,2,0,5,1,0.39,0,50.3
8870,92,3,0,6,1,0.318,1,54.2
8875,100,0,1,6,0,0.004,1,40.7
8875,100,1,1,4,0,0.108,1,41
8875,100,2,1,6,0,0.073,1,44.3
8875,100,3,1,5,0,0.056,1,40.3
8881,99,0,1,7,0,0.003,1,40.7
8881,106,1,1,5,1,0.108,1,45.1
8881,106,2,1,5,1,0.073,1,43.9
8881,106,3,1,6,1,0.056,1,61.9
8893,212,0,1,5,0,0.003,1,94.7
8893,274,1,1,6,1,0.012,1,71.1
8893,274,2,1,4,1,0.025,1,69
8893,274,3,1,6,1,0.02,1,75.1
8895,77,0,0,4,0,0.006,1,62.3
8895,77,1,0,4,0,0.33,1,65.5
8895,77,2,0,4,0,0.39,1,69
8895,77,3,0,3,0,0.328,1,80.3
8899,194,0,0,4,1,0.004,0,33
8899,282,1,0,4,1,0.035,0,36.6
8899,282,2,0,3,1,0.06,0,41.8
8899,282,3,0,6,1,0.071,0,49.8
8922,1108,0,1,4,1,0.03,0,33
8922,1111,1,1,5,1,0.242,0,45.1
8922,1111,2,1,6,1,0.198,0,43.1
8922,1111,3,1,6,1,0.213,0,49.5
